hhid,date,arm,timepoint,filter_id,pm25,bc,fueltype,group
35104,2019-06-14,Control,BLP1,3M52475,179.2473682,14.26314355,Biomass,Control
33257,2019-06-10,Intervention,P2,3M52477,92.72837394,11.67498585,LPG,Intervention
33220,2019-06-10,Intervention,P2,3M52482,10.803980900000001,2.63019326,LPG,Intervention
33393,2019-06-10,Intervention,P1,3M52488,10.43625272,2.540671057,LPG,Intervention
33337,2019-06-10,Intervention,BLP1,3M52490,11.82071201,1.984507941,LPG,Intervention
33472,2019-06-12,Control,BL,3M52495,27.03432853,5.895776828,Biomass,Baseline
33303,2019-06-12,Intervention,P1P2,3M52502,46.39905783,8.055836713,LPG,Intervention
33304,2019-06-12,Intervention,P1,3M52509,31.11974012,5.931652544,LPG,Intervention
33311,2019-06-17,Intervention,P1,3M52510,25.52615299,5.603748536,LPG,Intervention
33389,2019-06-14,Intervention,P1,3M52518,23.20559363,3.696382127,LPG,Intervention
33370,2019-06-14,Intervention,BLP1,3M52527,17.92549873,4.111554342,LPG,Intervention
33480,2019-06-14,Control,BL,3M52533,25.56883887,5.097563023,Biomass,Baseline
35092,2019-06-14,Intervention,P1,3M52540,35.39813482,5.957249919,LPG,Intervention
35090,2019-06-14,Control,P1,3M52542,16.38064884,2.614959893,Biomass,Control
33264,2019-06-14,Intervention,P2,3M52543,22.97545551,5.928153281,LPG,Intervention
33441,2019-06-17,Intervention,P1,3M52547,34.92500147,7.717689769,LPG,Intervention
33270,2019-06-17,Intervention,P2,3M52561,16.32568022,2.60618486,LPG,Intervention
33254,2019-06-19,Control,P2,3M52590,38.01750587,12.42106387,Biomass,Control
33330,2019-06-21,Control,P1P2,3M52596,33.17897605,14.65255992,Biomass,Control
33229,2019-06-21,Intervention,P2,3M52601,10.68743024,2.601819391,LPG,Intervention
33326,2019-06-21,Intervention,P1P2,3M52616,23.23799815,4.288847915,LPG,Intervention
33353,2019-06-21,Control,P1,3M52623,111.8792608,15.06607478,Biomass,Control
33288,2019-06-24,Intervention,P2,3M52627,17.75801526,2.554641751,LPG,Intervention
33312,2019-06-24,Control,P2,3M52628,187.7453225,14.7257118,Biomass,Control
33260,2019-06-24,Control,P2,3M52630,192.3147488,17.76949698,Biomass,Control
33369,2019-06-24,Intervention,P1,3M52631,10.54610885,4.566823226,LPG,Intervention
33227,2019-06-24,Control,P2,3M52632,114.846993,17.38503788,Biomass,Control
33502,2019-06-24,Intervention,BL,3M52633,106.9242353,17.40775713,Biomass,Baseline
33336,2019-06-24,Intervention,P1,3M52634,10.66955829,2.597468522,LPG,Intervention
33325,2019-06-24,Control,P1,3M52636,87.17043587,12.6702961,Biomass,Control
33334,2019-06-24,Control,P1P2,3M52640,74.48225821,17.42087649,Biomass,Control
33287,2019-06-24,Intervention,P1P2,3M52641,11.93164899,1.896078048,LPG,Intervention
33504,2019-06-24,Control,BL,3M52642,80.19317645,17.68764316,Biomass,Baseline
33505,2019-06-24,Intervention,BL,3M52643,106.5678212,13.72020248,Biomass,Baseline
33252,2019-06-26,Control,P1P2,3M52703,292.6804784,23.24389223,Biomass,Control
33399,2019-07-02,Intervention,P1,3M52705,37.3158405,2.60618486,LPG,Intervention
33244,2019-06-26,Intervention,P2,3M52707,10.63399309,2.588810294,LPG,Intervention
35077,2019-06-26,Intervention,P2,3M52708,37.50462215,5.740168477,LPG,Intervention
33489,2019-06-26,Control,BL,3M52710,166.3460644,16.60889378,Biomass,Baseline
33375,2019-06-28,Intervention,P1,3M52711,24.57097326,2.614959893,LPG,Intervention
33498,2019-06-26,Intervention,BL,3M52712,42.5045927,6.583459814,Biomass,Baseline
33210,2019-06-26,Intervention,P2,3M52721,25.31484378,2.571665855,LPG,Intervention
33348,2019-07-02,Intervention,P1,3M52726,23.16691764,2.588810294,LPG,Intervention
33296,2019-06-26,Control,P1P2,3M52728,298.055076,12.73667554,Biomass,Control
33490,2019-06-26,Intervention,BL,3M52730,281.7283452,18.20058192,Biomass,Baseline
33296,2019-06-26,Control,P1P2,3M52731,298.055076,12.73667554,Biomass,Control
33497,2019-06-28,Intervention,BL,3M52746,133.1116115,7.406412229,Biomass,Baseline
33209,2019-06-28,Intervention,P2B1,3M52749,12.01337261,0.972908539,LPG,Intervention
33301,2019-06-28,Intervention,P1,3M52751,20.81553332,2.584502789,LPG,Intervention
35091,2019-06-28,Intervention,P2,3M52752,24.24444869,2.580209595,LPG,Intervention
33509,2019-06-28,Control,BL,3M52753,71.37282708,18.53106719,Biomass,Baseline
35089,2019-06-28,Intervention,P1,3M52754,24.44750103,2.601819391,LPG,Intervention
33258,2019-06-28,Control,P2,3M52761,177.0382548,14.89359744,Biomass,Control
33344,2019-07-02,Intervention,P1,3M52769,29.39964168,4.485695139,LPG,Intervention
33363,2019-07-04,Control,BLP1,3M52770,32.2036879,3.123519048,Biomass,Control
33328,2019-07-02,Control,P2,3M52771,183.1980308,13.03031624,Biomass,Control
33218,2019-07-02,Intervention,P2,3M52772,43.73346698,5.902912432,LPG,Intervention
33434,2019-07-02,Intervention,P1,3M52773,26.91106595,2.614959893,LPG,Intervention
33293,2019-07-02,Intervention,P2,3M52781,25.27300106,2.567415168,LPG,Intervention
33396,2019-07-02,Control,BLP1,3M52785,328.5408789,26.08068574,Biomass,Control
35101,2019-07-04,Intervention,P1,3M52788,19.27339543,2.773192288,LPG,Intervention
33309,2019-07-04,Control,P1,3M52789,126.2663029,14.63925475,Biomass,Control
33261,2019-07-04,Control,P2,3M52791,114.2797615,15.69448955,Biomass,Control
33367,2019-07-04,Control,P1,3M52793,82.84857965,15.78417612,Biomass,Control
33308,2019-07-04,Control,P1,3M52796,256.1496098,13.58888799,Biomass,Control
33327,2019-07-04,Intervention,P1,3M52805,26.94528637,2.737298066,LPG,Intervention
33318,2019-07-04,Intervention,P1,3M52807,25.69775738,2.610565002,LPG,Intervention
33337,2019-07-04,Intervention,P1,3M52809,12.93066578,2.608463199,LPG,Intervention
33475,2019-10-02,Intervention,P1P2,3M52813,23.88049254,2.631714663,LPG,Intervention
33382,2019-07-08,Control,P1,3M52823,80.89431898,8.329430659,Biomass,Control
35124,2019-07-08,Control,BL,3M52824,154.967895,13.37814193,Biomass,Baseline
33420,2019-07-08,Control,P1,3M52830,41.10439459,6.790535325,Biomass,Control
33330,2019-07-08,Control,P2,3M52832,62.75987722,6.988580896,Biomass,Control
33513,2019-07-08,Intervention,BL,3M52836,61.25490088,7.981056145,Biomass,Baseline
35116,2019-07-08,Intervention,BL,3M52837,48.73174663,7.380729459,Biomass,Baseline
33496,2019-07-08,Control,BL,3M52840,208.1504265,9.839453662,Biomass,Baseline
33510,2019-07-08,Control,BL,3M52841,195.1100871,17.30151254,Biomass,Baseline
33226,2019-07-10,Control,P2B1,3M52849,36.06612343,5.14838627,Biomass,Control
33336,2019-09-18,Intervention,P2B1,3M52851,17.09265051,1.402610075,LPG,Intervention
33414,2019-09-20,Control,P2,3M52869,27.19306128,4.828012787,Biomass,Control
33527,2019-09-20,Control,P1,3M52876,26.45357378,6.195658251,Biomass,Control
35139,2019-09-23,Control,BL,3M52899,50.48196581,8.16809788,Biomass,Baseline
33521,2019-07-10,Control,BL,3M52905,670.8799222,13.83898174,Biomass,Baseline
33277,2019-07-10,Control,P1P2,3M52906,11.50132722,2.595982534,Biomass,Control
33290,2019-07-11,Intervention,P2,3M52909,37.84694466,7.3083276680000004,LPG,Intervention
33444,2019-07-10,Intervention,BLP1,3M52916,194.5479963,6.170166476,LPG,Intervention
33370,2019-07-10,Intervention,P1,3M52922,21.27574069,2.641643157,LPG,Intervention
35104,2019-07-10,Control,P1,3M52928,251.4600106,11.47207973,Biomass,Control
33450,2019-07-12,Intervention,P1,3M52929,30.16727172,2.593132181,LPG,Intervention
33522,2019-07-12,Control,BL,3M52933,36.82159095,9.388142134,Biomass,Baseline
33519,2019-07-12,Control,BL,3M52936,61.52525669,12.083154,Biomass,Baseline
33437,2019-07-12,Control,P1,3M52942,86.28494836,12.23372261,Biomass,Control
33383,2019-07-12,Intervention,P1,3M52944,14.00791803,2.590985656,LPG,Intervention
33247,2019-07-12,Control,P2,3M52954,114.5566929,11.8482826,Biomass,Control
33303,2019-07-12,Intervention,P2,3M52959,70.77706057,11.42799254,LPG,Intervention
35090,2019-07-12,Control,P1P2,3M52961,52.06379164,6.119882631,Biomass,Control
33298,2019-07-12,Intervention,P1P2,3M52964,50.63305337,6.529868679,LPG,Intervention
33298,2019-07-12,Intervention,P1P2,3M52965,50.63305337,6.529868679,LPG,Intervention
33422,2019-07-12,Intervention,BLP1,3M52966,19.24954834,2.025100913,LPG,Intervention
33387,2019-07-12,Control,P1,3M52968,152.3149618,10.24523473,Biomass,Control
33529,2019-07-15,Intervention,BL,3M52980,95.50600154,10.04948903,Biomass,Baseline
35092,2019-07-15,Intervention,P1P2,3M52981,48.56957775,7.419316068,LPG,Intervention
33365,2019-07-15,Intervention,P1,3M52982,38.22541411,2.588810294,LPG,Intervention
35100,2019-07-15,Control,BLP1,3M52987,55.02641368,13.87978791,Biomass,Control
35119,2019-07-15,Control,P1,3M52989,66.51887244,8.80450741,Biomass,Control
33288,2019-07-19,Intervention,P2B1,3M52991,11.67356007,2.900384239,LPG,Intervention
33311,2019-07-15,Intervention,P1P2,3M52992,28.37672882,2.871425229,LPG,Intervention
33287,2019-07-19,Intervention,P2,3M52994,10.63399309,2.588810294,LPG,Intervention
33349,2019-07-15,Intervention,P2,3M52996,21.16774201,2.628233801,LPG,Intervention
33470,2019-07-15,Control,BLP1,3M53000,358.9864977,19.63028397,Biomass,Control
35078,2019-07-15,Control,P2B1,3M53001,59.8350853,10.29022818,Biomass,Control
33416,2019-07-17,Intervention,P1,3M53013,27.70794137,5.459739631,LPG,Intervention
33296,2019-07-17,Control,P2,3M53019,232.8119316,12.96524138,Biomass,Control
33326,2019-07-19,Intervention,P2,3M53022,32.93487623,5.193982331,LPG,Intervention
33447,2019-07-19,Intervention,BLP1,3M53029,11.72039301,1.681106647,LPG,Intervention
33406,2019-07-19,Intervention,P1,3M53033,10.96287948,2.668876592,LPG,Intervention
33334,2019-07-22,Control,P2,3M53040,46.53060336,6.327244503,Biomass,Control
33224,2019-07-19,Control,P2,3M53049,162.0118903,11.40455079,Biomass,Control
33325,2019-07-19,Control,P1P2,3M53050,153.3909347,20.82294872,Biomass,Control
33336,2019-07-22,Intervention,P1P2,3M53058,19.32110608,2.268194414,LPG,Intervention
33354,2019-07-22,Control,P1,3M53068,202.8469689,17.48101443,Biomass,Control
33455,2019-07-22,Control,P1,3M53070,44.91545257,8.416340329,Biomass,Control
33395,2019-07-22,Control,P1,3M53071,72.42095263,10.55631908,Biomass,Control
35077,2019-07-24,Intervention,P2B1,3M53075,54.3303591,10.0707012,LPG,Intervention
33538,2019-07-22,Control,BL,3M53076,119.6324436,15.10131335,Biomass,Baseline
35103,2019-07-22,Control,P1,3M53079,90.39793877,13.81797631,Biomass,Control
33323,2019-07-24,Control,P1,3M53105,58.04997774,11.4700933,Biomass,Control
33260,2019-07-26,Control,P2B1,3M53107,78.63645922,18.40324617,Biomass,Control
33251,2019-07-26,Control,P2,3M53111,152.8781367,18.41388743,Biomass,Control
33227,2019-07-26,Control,P2B1,3M53113,156.8126026,18.38759788,Biomass,Control
33244,2019-07-26,Intervention,P2B1,3M53118,16.83160249,1.596680527,LPG,Intervention
33537,2019-07-26,Control,BL,3M53119,157.4262021,18.99960236,Biomass,Baseline
33330,2019-07-29,Control,P2B1,3M53122,36.21317875,4.595467606,Biomass,Control
35124,2019-07-29,Control,BLP1,3M53129,406.8617874,15.13213172,Biomass,Control
33343,2019-07-29,Control,P2,3M53137,226.6829193,11.3776171,Biomass,Control
33418,2019-07-29,Intervention,P1,3M53144,34.92500147,5.363838611,LPG,Intervention
33549,2019-07-29,Intervention,BL,3M53145,98.9502245,14.47939256,Biomass,Baseline
33246,2019-07-31,Control,P2B1,3M53146,158.5923221,15.39263795,Biomass,Control
35084,2019-07-31,Control,P2,3M53155,22.68924924,3.887778562,Biomass,Control
33277,2019-07-31,Control,P2,3M53156,82.59851791,8.347494542,Biomass,Control
33313,2019-08-07,Control,P2,3M53159,84.58973218,11.67454515,Biomass,Control
33550,2019-07-31,Intervention,BL,3M53173,172.8200335,17.40303396,Biomass,Baseline
33459,2019-08-07,Intervention,BLP1,3M53177,23.85394558,3.682373309,LPG,Intervention
33547,2019-08-02,Intervention,BL,3M53178,21.06083422,2.614959893,Biomass,Baseline
33489,2019-08-07,Control,BLP1,3M53179,181.4790068,20.9052151,Biomass,Control
35101,2019-08-02,Intervention,P1P2,3M53187,11.73212309,2.00199456,LPG,Intervention
33422,2019-08-02,Intervention,P1,3M53189,16.01965077,2.557331195,LPG,Intervention
33363,2019-08-02,Control,P1,3M53190,25.20752697,2.682704968,Biomass,Control
33308,2019-08-07,Control,P1P2,3M53194,112.4276886,13.39747784,Biomass,Control
33397,2019-08-02,Intervention,P1P2,3M53196,24.18234371,2.293588753,LPG,Intervention
33459,2019-08-07,Intervention,BLP1,3M53199,23.85394558,3.682373309,LPG,Intervention
33441,2019-08-02,Intervention,P2,3M53203,31.84302724,6.12517992,LPG,Intervention
33353,2019-08-05,Control,P1P2,3M53208,103.3600941,13.59372155,Biomass,Control
33350,2019-08-05,Control,P2,3M53209,18.84766181,2.632688434,Biomass,Control
33301,2019-08-05,Intervention,P1P2,3M53210,22.56294592,5.266034481,LPG,Intervention
35114,2019-08-05,Intervention,P1,3M53213,10.58108766,2.575930641,LPG,Intervention
35100,2019-08-05,Control,P1,3M53217,74.94724244,18.05722525,Biomass,Control
33500,2019-08-07,Control,P1,3M53224,91.16885577,9.239886255,Biomass,Control
33408,2019-08-07,Control,P2,3M53226,11.1833,5.948405638,Biomass,Control
33337,2019-08-07,Intervention,P1P2,3M53231,37.00539257,6.395070677,LPG,Intervention
33311,2019-08-09,Intervention,P2,3M53234,17.99439654,4.272256986,LPG,Intervention
33505,2019-08-07,Intervention,BLP1,3M53237,70.63075253,11.99074699,LPG,Intervention
35092,2019-08-12,Intervention,P2,3M53247,25.25863342,3.558997325,LPG,Intervention
33553,2019-08-09,Intervention,BL,3M53250,75.97270691,12.79854199,Biomass,Baseline
33437,2019-08-09,Control,P1P2,3M53252,131.6735846,15.20696851,Biomass,Control
33309,2019-08-09,Control,P1P2,3M53253,71.10638088,9.991338964,Biomass,Control
33444,2019-08-12,Intervention,P1,3M53256,27.23198155,2.646143401,LPG,Intervention
33470,2019-08-09,Control,P1,3M53261,416.77552,6.086405097,Biomass,Control
33367,2019-08-12,Control,P1P2,3M53270,57.98415593,14.25604532,Biomass,Control
33447,2019-08-12,Intervention,P1,3M53276,14.75453002,2.536553319,LPG,Intervention
33370,2019-08-14,Intervention,P1P2,3M53277,33.82095549,5.778472921,LPG,Intervention
33325,2019-08-14,Control,P2,3M53278,36.35183889,6.223138709,Biomass,Control
33387,2019-08-14,Control,P1P2,3M53279,277.4945233,12.95521573,Biomass,Control
33475,2019-08-12,Intervention,BLP1,3M53281,18.86594166,3.842016719,LPG,Intervention
35104,2019-08-12,Control,P1P2,3M53289,147.7652706,14.03580758,Biomass,Control
33444,2019-08-12,Intervention,P1,3M53290,27.23198155,2.646143401,LPG,Intervention
35124,2019-08-12,Control,P1,3M53292,229.9606901,12.24162767,Biomass,Control
35124,2019-08-12,Control,P1,3M53293,229.9606901,12.24162767,Biomass,Control
33383,2019-08-12,Intervention,P1P2,3M53294,20.26608576,2.685701457,LPG,Intervention
33521,2019-08-14,Control,BLP1,3M53300,135.7527227,14.103186000000001,Biomass,Control
33456,2019-08-14,Intervention,P1,3M53302,10.75952084,2.619369606,LPG,Intervention
33484,2019-08-14,Control,BLP1,3M53312,30.01606241,7.366462647,Biomass,Control
35110,2019-08-14,Control,P1,3M53316,435.5863161,4.346811879,Biomass,Control
33294,2019-08-14,Control,P2,3M53317,124.5968643,9.229028268,Biomass,Control
33457,2019-08-16,Control,BLP1,3M53320,300.2218934,11.59708586,Biomass,Control
33296,2019-08-16,Control,P2B1,3M53321,135.1737424,14.35413217,Biomass,Control
33397,2019-08-16,Intervention,P2,3M53322,47.7401338,8.604697128,LPG,Intervention
33396,2019-08-16,Control,P1P2,3M53325,132.3970426,12.57563053,Biomass,Control
33489,2019-08-21,Control,P1,3M53333,125.0343648,11.49195838,Biomass,Control
35130,2019-08-16,Intervention,BL,3M53338,429.1321657,16.15176037,Biomass,Baseline
33454,2019-08-19,Control,P1,3M53340,312.5201642,17.23776472,Biomass,Control
33508,2019-08-21,Control,P1,3M53341,10.51136055,3.651754288,Biomass,Control
33287,2019-08-19,Intervention,P2B1,3M53342,16.37268789,1.325949704,LPG,Intervention
33336,2019-08-19,Intervention,P2,3M53343,10.63399309,2.588810294,LPG,Intervention
33334,2019-08-19,Control,P2B1,3M53346,129.2509924,53.48116984,Biomass,Control
33353,2019-08-19,Control,P2,3M53347,71.24325819,9.815306174,Biomass,Control
33452,2019-08-21,Intervention,P1,3M53349,18.58030827,2.595343824,LPG,Intervention
33327,2019-08-21,Intervention,P2,3M53350,10.96287948,2.668876592,LPG,Intervention
33448,2019-08-21,Control,P1,3M53351,10.8694989,2.646143401,Biomass,Control
35100,2019-08-21,Control,P1P2,3M53354,109.4953819,19.94609308,Biomass,Control
33326,2019-08-19,Intervention,P2B1,3M53355,31.3275514,2.666671055,LPG,Intervention
33309,2019-08-19,Control,P2,3M53358,89.29156068,13.59360362,Biomass,Control
35090,2019-08-23,Control,P2,3M53368,23.32240031,2.60618486,Biomass,Control
33335,2019-08-21,Control,P2,3M53378,59.57207394,12.37823649,Biomass,Control
33559,2019-08-23,Control,BL,3M53385,80.81482898,12.10844671,Biomass,Baseline
33562,2019-08-23,Control,BL,3M53392,64.56995626,8.541388686,Biomass,Baseline
35128,2019-08-23,Control,BL,3M53393,114.0706097,13.25368982,Biomass,Baseline
35087,2019-08-23,Control,P2,3M53395,93.5961064,10.01018052,Biomass,Control
33358,2019-08-26,Control,P2,3M53398,68.43063885,14.86528741,Biomass,Control
33487,2019-08-26,Intervention,P1,3M53402,34.81039438,14.37783366,LPG,Intervention
33298,2019-08-26,Intervention,P2B1,3M53405,11.86248001,2.214809456,LPG,Intervention
33252,2019-08-26,Control,P2B1,3M53407,456.8602945,13.42420832,Biomass,Control
33569,2019-08-26,Control,BL,3M53421,32.70623667,7.170049079,Biomass,Baseline
33568,2019-08-26,Intervention,BL,3M53422,221.6587785,15.53289974,Biomass,Baseline
33470,2019-08-28,Control,P1P2,3M53431,104.1657059,11.99671342,Biomass,Control
33277,2019-08-28,Control,P2B1,3M53435,11.96976394,2.373902547,Biomass,Control
33497,2019-08-28,Intervention,BLP1,3M53438,11.8731611,0.961553445,LPG,Intervention
33301,2019-08-28,Intervention,P2,3M53440,33.00544899,4.746212733,LPG,Intervention
33570,2019-08-28,Intervention,BL,3M53444,91.05477855,14.48486557,Biomass,Baseline
33367,2019-08-28,Control,P2,3M53448,234.799841,14.58846415,Biomass,Control
33453,2019-09-04,Intervention,P2,3M53455,39.31822961,9.96160821,LPG,Intervention
35095,2019-08-30,Intervention,P2,3M53457,10.75952084,2.619369606,LPG,Intervention
33308,2019-08-30,Control,P2,3M53464,99.02647825,14.25457288,Biomass,Control
33447,2019-09-04,Intervention,P1P2,3M53465,16.4507759,2.777204893,LPG,Intervention
35101,2019-08-30,Intervention,P2,3M53467,10.68016956,2.600051801,LPG,Intervention
33505,2019-08-30,Intervention,P1,3M53472,51.08602352,10.14628665,LPG,Intervention
33376,2019-08-31,Control,P2,3M53482,36.02881841,5.494832562,Biomass,Control
33422,2019-09-02,Intervention,P1P2,3M53487,11.79127665,3.440522208,LPG,Intervention
33383,2019-09-06,Intervention,P2,3M53492,22.84841262,4.043726238,LPG,Intervention
33459,2019-09-02,Intervention,P1,3M53502,36.02881841,4.267722332,LPG,Intervention
33521,2019-09-02,Control,P1,3M53504,157.9326037,13.25925246,Biomass,Control
33359,2019-09-04,Control,P2,3M53519,114.1057138,14.29751953,Biomass,Control
35100,2019-09-04,Control,P2,3M53521,73.96396362,14.13509895,Biomass,Control
33368,2019-09-04,Control,P2,3M53523,87.22304503,19.69915168,Biomass,Control
33429,2019-09-04,Control,P1,3M53524,19.56147019,4.516990744,Biomass,Control
35100,2019-09-04,Control,P2,3M53527,73.96396362,14.13509895,Biomass,Control
33484,2019-09-04,Control,P1,3M53528,79.59915292,11.49302048,Biomass,Control
33475,2019-09-04,Intervention,P1,3M53530,32.70623667,7.297728138,LPG,Intervention
35131,2019-09-06,Control,BL,3M53534,75.54429666,12.91657718,Biomass,Baseline
33387,2019-09-06,Control,P2,3M53540,112.6515207,19.58279101,Biomass,Control
33437,2019-09-06,Control,P2,3M53543,139.9190075,12.69059321,Biomass,Control
35121,2019-09-06,Intervention,BLP1,3M53552,15.18745515,3.077270257,LPG,Intervention
33420,2019-09-09,Control,P2,3M53573,41.50639995,6.395067116,Biomass,Control
33363,2019-09-16,Control,P2,3M53610,23.32240031,2.60618486,Biomass,Control
33483,2019-09-16,Intervention,P1,3M53611,17.79029512,2.650659004,LPG,Intervention
33444,2019-09-16,Intervention,P1P2,3M53616,43.22027031,7.198069706,LPG,Intervention
33546,2019-09-16,Intervention,P1,3M53619,16.63265882,2.655190045,LPG,Intervention
33325,2019-09-18,Control,P2B1,3M53624,47.2422229,8.750107769,Biomass,Control
33537,2019-09-16,Control,BLP1,3M53628,71.95449223,15.39420619,Biomass,Control
33479,2019-09-16,Control,P2,3M53629,256.1802497,9.028981099,Biomass,Control
35104,2019-09-16,Control,P2,3M53632,154.967895,12.21833372,Biomass,Control
33473,2019-09-16,Intervention,P1,3M53638,10.651746,2.593132181,LPG,Intervention
33401,2019-09-16,Intervention,P2,3M53639,72.66520542,25.50863047,LPG,Intervention
33524,2019-09-16,Control,BLP1,3M53650,95.16539559,16.08719883,Biomass,Control
35092,2019-09-16,Intervention,P2B1,3M53653,49.8065549,9.404356921,LPG,Intervention
33396,2019-09-18,Control,P2,3M53659,277.5404443,16.22127701,Biomass,Control
33390,2019-09-18,Control,P2,3M53660,80.27134109,14.42173471,Biomass,Control
33397,2019-09-18,Intervention,P2B1,3M53661,11.67617848,0.945600716,LPG,Intervention
33365,2019-09-18,Intervention,P2,3M53662,35.61195604,6.093692129,LPG,Intervention
33311,2019-09-18,Intervention,P2B1,3M53664,25.48360941,2.678032999,LPG,Intervention
33562,2019-09-18,Control,BLP1,3M53674,83.54013707,12.8138058,Biomass,Control
33517,2019-09-18,Intervention,BLP1,3M53675,39.25291693,4.210227534,LPG,Intervention
33452,2019-09-18,Intervention,P1P2,3M53676,37.66050651,4.809260168,LPG,Intervention
33497,2019-09-25,Intervention,P1,3M53686,20.91995907,2.597468522,LPG,Intervention
33568,2019-09-27,Intervention,BLP1,3M53697,63.93595669,17.33336897,LPG,Intervention
35124,2019-09-25,Control,P1P2,3M53698,210.9610234,20.43732122,Biomass,Control
33549,2019-09-25,Intervention,BLP1,3M53699,22.46393947,2.828821533,LPG,Intervention
33358,2019-09-26,Control,P2B1,3M53702,73.64318191,12.14157194,Biomass,Control
35130,2019-09-25,Intervention,BLP1,3M53703,46.58939729,8.412885493,LPG,Intervention
33457,2019-09-27,Control,P1P2,3M53714,207.0257888,18.26738384,Biomass,Control
33457,2019-09-27,Control,P1P2,3M53716,207.0257888,18.26738384,Biomass,Control
33470,2019-09-27,Control,P2,3M53722,247.5201717,10.37948444,Biomass,Control
33309,2019-09-27,Control,P2B1,3M53728,38.7639939,4.643352031,Biomass,Control
33529,2019-09-30,Intervention,P1,3M53742,23.76094117,2.655190045,LPG,Intervention
35100,2019-10-02,Control,P2B1,3M53757,103.7846814,19.28023835,Biomass,Control
35121,2019-10-02,Intervention,P1,3M53765,10.7776957,2.623794217,LPG,Intervention
33499,2019-10-02,Intervention,P1,3M53775,17.85122079,2.659736603,LPG,Intervention
33422,2019-10-02,Intervention,P2,3M53779,60.33454344,28.16715618,LPG,Intervention
33524,2019-10-02,Control,P1,3M53790,186.1206604,22.82745391,Biomass,Control
33444,2019-10-04,Intervention,P2,3M53795,17.53415016,2.608805049,LPG,Intervention
33444,2019-10-04,Intervention,P2,3M53796,17.53415016,2.608805049,LPG,Intervention
33308,2019-10-04,Control,P2B1,3M53797,132.9881296,11.69771325,Biomass,Control
33536,2019-10-04,Intervention,P1,3M53798,10.52870603,2.563178509,LPG,Intervention
33433,2019-10-04,Control,P2,3M53800,260.951171,7.967774303,Biomass,Control
35101,2019-10-04,Intervention,P2B1,3M53802,11.67356007,0.945388664,LPG,Intervention
33539,2019-10-07,Intervention,P1,3M53807,163.739062,15.42068876,LPG,Intervention
35145,2019-10-04,Control,BL,3M53808,84.45310614,10.9771501,Biomass,Baseline
33436,2019-10-07,Control,P2,3M53810,174.049913,8.964233575,Biomass,Control
33519,2019-10-07,Control,BLP1,3M53811,195.3742308,11.13314849,Biomass,Control
33559,2019-10-07,Control,BLP1,3M53813,51.17349959,7.901054459,Biomass,Control
33505,2019-10-07,Intervention,P1P2,3M53816,58.97734441,10.48060393,LPG,Intervention
35129,2019-10-09,Control,P1,3M53817,16.6611394,2.659736603,Biomass,Control
33459,2019-10-09,Intervention,P1P2,3M53819,20.35669582,2.717850224,LPG,Intervention
33638,2019-10-07,Control,BL,3M53821,43.43797058,7.666690341,Biomass,Baseline
33537,2019-10-07,Control,P1,3M53829,36.82945881,5.537266309,Biomass,Control
33468,2019-10-07,Control,P2,3M53831,213.1356423,7.993576871,Biomass,Control
33484,2019-10-09,Control,P1P2,3M53845,51.35856698,7.948532652,Biomass,Control
33367,2019-10-11,Control,P2B1,3M53849,92.55619718,16.24794443,Biomass,Control
33423,2019-10-11,Control,P2,3M53854,55.36500657,9.242475488,Biomass,Control
35104,2019-10-09,Control,P2B1,3M53855,127.6242599,9.54055968,Biomass,Control
33478,2019-10-09,Intervention,P2,3M53856,10.66955829,2.597468522,LPG,Intervention
33517,2019-10-09,Intervention,P1,3M53861,53.09256797,9.424736705,LPG,Intervention
33643,2019-10-11,Intervention,BL,3M53864,NA,NA,Biomass,Baseline
33649,2019-10-11,Intervention,BL,3M53866,81.64202221,13.29998219,Biomass,Baseline
33547,2019-10-11,Intervention,BLP1,3M53869,26.95644717,4.578596951,LPG,Intervention
33437,2019-10-11,Control,P2B1,3M53872,163.3412171,10.59115788,Biomass,Control
35144,2019-10-14,Intervention,BL,3M53877,128.3090823,14.98026998,Biomass,Baseline
35130,2019-10-14,Intervention,P1,3M53881,10.70536217,3.687078522,LPG,Intervention
